id,en,zh,repair,reason
"陈登:
  陈登是陶谦的重要幕僚之一，具有卓越的政治才能，为陶谦出谋划策。作为徐州的士族之一，陈登虽然忠于陶谦，但他更关注的是徐州士族群体的整体利益。","Chen Deng:
Chen Deng was one of Tao Qian's key advisors, known for his outstanding political skills and his strategic advice. As a member of Xuzhou's literati clans, although loyal to Tao Qian, Chen Deng was primarily concerned with the collective interests of Xuzhou's literati clans.","陈登:
  陈登是陶谦的重要幕僚之一，具有卓越的政治才能，为陶谦出谋划策。作为徐州的士族之一，陈登虽然忠于陶谦，但他更关注的是徐州士族群体的整体利益。","Chen Deng:
Chen Deng was one of Tao Qian's key advisors, known for his outstanding political skills and his strategic advice. As a member of Xuzhou's literati clans, although loyal to Tao Qian, Chen Deng was primarily concerned with the collective interests of Xuzhou's literati clans.",标点格式/术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"刘备:
  刘备是玩家扮演的角色，他在游戏中初登场时，是为了调节徐州与曹操之间的矛盾。随后，刘备长期驻扎在徐州的小沛，逐渐得到了陶谦的认可。尽管刘备在初期缺乏经验，但他凭借着自己的能力和智慧逐渐崭露头角。","Liu Bei:
 Liu Bei is the character played by the player. He initially appears in the game to mediate the conflict between Xuzhou and Cao Cao. Later, Liu Bei stays in Xiaopei, a part of Xuzhou, and gradually earns the recognition of Tao Qian. Although inexperienced at first, Liu Bei begins to stand out through his skills and wisdom.","刘备:
  刘备是玩家扮演的角色，他在游戏中初登场时，是为了调节徐州与曹操之间的矛盾。随后，刘备长期驻扎在徐州的小沛，逐渐得到了陶谦的认可。尽管刘备在初期缺乏经验，但他凭借着自己的能力和智慧逐渐崭露头角。","Liu Bei:
 Liu Bei is the character played by the player. He initially appears in the game to mediate the conflict between Xuzhou and Cao Cao. Later, Liu Bei stays in Xiaopei, a part of Xuzhou, and gradually earns the recognition of Tao Qian. Although inexperienced at first, Liu Bei begins to stand out through his skills and wisdom.",标点格式/术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"曹豹:
曹豹是陶谦的部将之一，可能属于丹阳派系。他在陶谦统治时期负责徐州的军事防务，是陶谦的重要军事支柱之一。","Cao Bao:
 Cao Bao was one of Tao Qian's generals and likely belonged to the Danyang faction. During Tao Qian's rule, he was responsible for Xuzhou's military defense and served as one of Tao Qian's key military pillars.","曹豹:
曹豹是陶谦的部将之一，可能属于丹阳派系。他在陶谦统治时期负责徐州的军事防务，是陶谦的重要军事支柱之一。","Cao Bao:
 Cao Bao was one of Tao Qian's generals and likely belonged to the Danyang faction. During Tao Qian's rule, he was responsible for Xuzhou's military defense and served as one of Tao Qian's key military pillars.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"地理名词：
徐州城
  徐州城是陶谦的权力中心，也是徐州的政治、经济和文化中心。同时徐州城也是各派系角逐的焦点。

小沛
  小沛是徐州下属的一个重要城镇，刘备在此地长期驻扎，并逐渐积累了自己的实力。小沛地理位置重要，是徐州防御的关键节点之一。","Xuzhou City:
 Xuzhou City is Tao Qian's center of power and the political, economic, and cultural hub of Xuzhou. It is also the focal point for competing factions.
Xiaopei:
 Xiaopei is an important town under Xuzhou's administration, where Liu Bei was stationed for an extended period and gradually built up his strength. Its strategic location makes it a key node in Xuzhou's defense.","地理名词：
徐州城
  徐州城是陶谦的权力中心，也是徐州的政治、经济和文化中心。同时徐州城也是各派系角逐的焦点。

小沛
  小沛是徐州下属的一个重要城镇，刘备在此地长期驻扎，并逐渐积累了自己的实力。小沛地理位置重要，是徐州防御的关键节点之一。","Xuzhou City:
 Xuzhou City is Tao Qian's center of power and the political, economic, and cultural hub of Xuzhou. It is also the focal point for competing factions.
Xiaopei:
 Xiaopei is an important town under Xuzhou's administration, where Liu Bei was stationed for an extended period and gradually built up his strength. Its strategic location makes it a key node in Xuzhou's defense.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
读完了,Finished reading.,读完了,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
翻页,Turn the page,翻页,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
好久没上街了，看上去依然很热闹..,It's been a while since I last went out; the streets still look lively as ever..,好久没上街了，看上去依然很热闹..,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
不过我得赶快去府邸 处理今天的公务才行!,But I must hurry to the manor and take care of today's official duties!,不过我得赶快去府邸 处理今天的公务才行!,But I must hurry to the manor and take care of today's official duties!,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
同意,Agree,同意,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
现在不是去那些地方的时候，我必须前往议事厅才行,This isn't the time to go to those places; I must head to the council chamber.,现在不是去那些地方的时候，我必须前往议事厅才行,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
现在不是去那些地方的时候，我必须前往城外拜访学者才行,"Now is not the time to go to those places, I must visit the scholar outside the city.",现在不是去那些地方的时候，我必须前往城外拜访学者才行,"Now is not the time to go to those places, I must visit the scholar outside the city.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
我需要前往城门军事驻地,I need to head to the military outpost at the city gate.,我需要前往城门军事驻地,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我得回家了..,I need to go home now...,我得回家了...,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
我需要前往城外校场，去看看我的老部下,I need to go to the Drill Ground outside the city to see my old subordinates.,我需要前往城外校场，去看看我的老部下,I need to go to the Drill Ground outside the city to see my old subordinates.,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
我需要前往城外军事驻地进行军事行动,I need to go to the military outpost outside the city to conduct a military operation.,我需要前往城外军事驻地进行军事行动,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
你想前去哪里？,Where do you want to go,你想前去哪里？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
演武场,Drill Ground,演武场,Drill Ground,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
拜访大儒,Visiting the Great Scholar,拜访大儒,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘备一行人来到了昌邑村，找到了郑玄的住处。这是一间朴素但整洁的草屋，周围种满了各种草药和竹子。,"Liu Bei and his entourage arrived at Changyi Village and found Zheng Xuan's residence. It was a simple yet tidy thatched cottage, surrounded by various medicinal herbs and bamboo",刘备一行人来到了昌邑村，找到了郑玄的住处。这是一间朴素但整洁的草屋，周围种满了各种草药和竹子。,"Liu Bei and his entourage arrived at Changyi Village and found Zheng Xuan's residence. It was a simple yet tidy thatched cottage, surrounded by various medicinal herbs and bamboo",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
