id,zh,ru,repair,reson
当前派系人数:{{getFactionByIndex()._num_all}}，是否消耗200钱给 {{getFactionByIndex().getTr()}} 让其在议事厅中的人数提升{{(100-getFactionByIndex()._num_all)}}人,当前派系人数:{{getFactionByIndex()._num_all}}，是否消耗200钱给 {{getFactionByIndex().getTr()}} 让其在议事厅中的人数提升{{(100-getFactionByIndex()._num_all)}}人,"Текущее количество членов фракции: {{getFactionByIndex()._num_all}}. Потратить 200 монет, чтобы увеличить количество представителей {{getFactionByIndex().getTr()}} в парламенте на {{(100-getFactionByIndex()._num_all)}} человек?",,
派系人数已满100人，无法继续资助。,派系人数已满100人，无法继续资助。,"Фракция достигла максимального количества участников (100), дальнейшее финансирование невозможно.",,
_issendgift,"是否给{factionName}赠送礼物,赠送可以增加{point}点{indexName}",Подарить подарок {factionName}? Подарок увеличит {indexName} на {point} очков.,,
_havegift,拥有礼盒数量:{_num},Количество подарочных коробок: {_num},,
赠送,赠送,Подарок,,
支持度,支持度,Поддержка:,,
是,是,Да,,
否,否,Нет,,
（这是军方密档中未来得及销毁的残破竹简，似藏隐秘：）,（这是军方密档中未来得及销毁的残破竹简，似藏隐秘：）,"(Это повреждённые бамбуковые дощечки из секретного военного архива, которые не успели уничтожить. Похоже, они скрывают тайну:)",,
徐州城外黄帝遗迹，古龙石像巍然屹立，传为黄帝亲铸之神器，内藏无上秘宝。近日，盗墓贼频频觊觎，欲掘遗迹，窃取神器。更闻秘辛，城内军方暗中插手，假借“修缮古迹”之名，行杀良冒功之实，欲掩真相。若欲探黄帝遗迹，需以侠义处之，凭武力慑服士卒，揭开隐秘。,徐州城外黄帝遗迹，古龙石像巍然屹立，传为黄帝亲铸之神器，内藏无上秘宝。近日，盗墓贼频频觊觎，欲掘遗迹，窃取神器。更闻秘辛，城内军方暗中插手，假借“修缮古迹”之名，行杀良冒功之实，欲掩真相。若欲探黄帝遗迹，需以侠义处之，凭武力慑服士卒，揭开隐秘。,"Вне города Сюйчжоу находятся руины Желтого Императора, где величественно возвышается древнее каменное изваяние дракона — божественный артефакт, как гласит предание, отлитый самим Желтым Императором, хранящий несравненные сокровища. В последнее время расхитители гробниц часто зарятся на эти руины, пытаясь раскопать их и похитить священный артефакт. Более того, ходят слухи, что даже городские военные власти тайно вмешиваются под предлогом «реставрации памятников», на деле убивая невинных и приписывая себе заслуги, чтобы скрыть правду. Чтобы исследовать руины Желтого Императора, нужно действовать с рыцарской доблестью, силой оружия усмирить солдат и раскрыть тайны.",,
