id,zh,ja,repair,reson
"地理名词：
徐州城
  徐州城是陶谦的权力中心，也是徐州的政治、经济和文化中心。同时徐州城也是各派系角逐的焦点。

小沛
  小沛是徐州下属的一个重要城镇，刘备在此地长期驻扎，并逐渐积累了自己的实力。小沛地理位置重要，是徐州防御的关键节点之一。","地理名词：
徐州城
  徐州城是陶谦的权力中心，也是徐州的政治、经济和文化中心。同时徐州城也是各派系角逐的焦点。

小沛
  小沛是徐州下属的一个重要城镇，刘备在此地长期驻扎，并逐渐积累了自己的实力。小沛地理位置重要，是徐州防御的关键节点之一。","徐州城：
徐州城は陶謙の権力の中心であり、徐州の政治・経済・文化の中枢でもあります。また、各派閥が争う焦点でもあります。
小沛：
小沛は徐州の重要な町であり、劉備が長期間駐屯し、徐々に勢力を蓄えていきました。地理的に重要で、徐州の防衛の要となる場所です。","徐州城：
徐州城は陶謙の権力の中心であり、徐州の政治・経済・文化の中枢でもあります。また、各派閥が争う焦点でもあります。
小沛：
小沛は徐州の重要な町であり、劉備が長期間駐屯し、徐々に勢力を蓄えていきました。地理的に重要で、徐州の防衛の要となる場所です。",标点格式/乱码占位；原译评分5/10；日语玩家感受：会明显看到乱码或不完整符号，认为本地化未打磨。
读完了,读完了,読み終わりました,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
翻页,翻页,ページをめくる,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
好久没上街了，看上去依然很热闹..,好久没上街了，看上去依然很热闹..,久しぶりに街に出たが、相変わらず賑やかだな。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
不过我得赶快去府邸 处理今天的公务才行!,不过我得赶快去府邸 处理今天的公务才行!,でも、早く府邸に行って、今日の政務を処理しなければならない！,でも、早く府邸に行って、今日の政務を処理しなければならない！,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
同意,同意,同意します,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
现在不是去那些地方的时候，我必须前往议事厅才行,现在不是去那些地方的时候，我必须前往议事厅才行,今はそんな場所に行く時じゃない、私は議事堂に向かわなければならない 。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
现在不是去那些地方的时候，我必须前往城外拜访学者才行,现在不是去那些地方的时候，我必须前往城外拜访学者才行,今はあの場所に行く時ではない、私は城外の学者を訪ねなければならない。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我需要前往城门军事驻地,我需要前往城门军事驻地,私は城門の軍事駐屯地に向かう必要がある。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我得回家了..,我得回家了...,もう家に帰らなければならない…,もう家に帰らなければならない…,标点格式；原译评分8/10；日语玩家感受：基本自然，只会注意到少量格式或用词问题。
我需要前往城外校场，去看看我的老部下,我需要前往城外校场，去看看我的老部下,私は城外の訓練場に行って、昔の部下たちに会う必要があります。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我需要前往城外军事驻地进行军事行动,我需要前往城外军事驻地进行军事行动,私は城外の軍事駐屯地に行って、軍事行動を行う必要があります。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
你想前去哪里？,你想前去哪里？,どこに行きたいですか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
演武场,演武场,演武場,演武場,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
拜访大儒,拜访大儒,大儒を訪ねる,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘备一行人来到了昌邑村，找到了郑玄的住处。这是一间朴素但整洁的草屋，周围种满了各种草药和竹子。,刘备一行人来到了昌邑村，找到了郑玄的住处。这是一间朴素但整洁的草屋，周围种满了各种草药和竹子。,劉備と一行は昌邑村に到着し、鄭玄の住まいを見つけた。それは質素だが整然とした草ぶき屋根の家で、周囲には様々な薬草や竹が植えられていた。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
学生刘备，特来拜见先生。,学生刘备字玄德，特来拜见先生。,弟子の劉備、字は玄徳です。先生にご挨拶に参りました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘备将一些肉干和礼物递给了郑玄的童子,刘备将一些肉干和礼物递给了郑玄的童子,劉備は干し肉と贈り物を鄭玄の童子に手渡しました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
久闻将军大名，今日一见，果然不同凡响。,久闻将军大名，今日一见，果然不同凡响,将軍の大名を久しく聞いておりましたが、今日お会いして、果たして並外れた方です。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
屋内布置简单，但书架上摆满了各种经书和典籍。郑玄与刘备坐在一张竹制的几案旁，开始交谈。,屋内布置简单，但书架上摆满了各种经书和典籍。郑玄与刘备坐在一张竹制的几案旁，开始交谈。,部屋の中は簡素な造りですが、本棚には様々な経書や典籍がぎっしりと並んでいます。鄭玄と劉備は竹製の机のそばに座り、話を始めました,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘将军，你有何所求？,刘将军，你有何所求？,劉将軍、何をご所望ですか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
学生听闻先生学问渊博，特来请教治国之道。,学生听闻先生学问渊博，特来请教治国之道。,先生の博学を耳にし、特に治国の道について教えを請うために参りました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
