repair,reason
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Oh, no, my Lord, you are very important! Decisions of the government and the issuance of laws all need your personal approval. We just thought these small policies and minor tasks shouldn't trouble you...",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"No, I told Chen Qun before... I want to see all the official documents.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Oh, Lord Chen mentioned this to me as well. Here are all the official documents completed last month... You are free to review them, my Lord.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Liu Bei flipped through the thick stack of official documents and spent several hours reading... However, the contents were especially tedious and disorganized. If he were to read them thoroughly, it might take years to finish.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Documents on Villager Relocation,"" ""Maintenance of the Xiaopei Market Merchant Group,"" ""Farmer's Guide to Farming,"" ""Expense List for Manor Candle Purchases""...",标点格式/术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"There are so many documents... Do they want me to exhaust myself to death, dedicating every effort to this?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"No, no, no, General Liu, you misunderstood. These documents are just the result of regular government work. Of course, we don't wish for someone of your stature to exhaust your energy on this.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"These routines are handled by us, your advisors. We extract the core content from the documents... You only need to make the key decisions.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My Lord, here are the upper, middle, and lower strategies drafted by the advisors after reviewing the documents. Recently, the literati clans have reported that the Danyang soldiers have been oppressing the farmers in their territories. We need to find a way to resolve this issue.",标点格式/术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Hmm, well done.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"By the way, Chief Clerk, do you think the information provided by the literati clans is accurate?""",标点格式/术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"My Lord, this isn't for me to say. There are indeed some conflicts between the two sides, and we can't rule out the possibility of one side oppressing the other.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My Lord, isn't this decision a bit too aggressive?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My thought is, if we choose this strategy, the Danyang soldiers will revolt the next day.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"General, we will act according to your decision.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Hmm, why? Am I not the governor of this city? Why do I need to gather their opinions?",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Oh, General, you are certainly the governor of this city. However, those prominent figures control the city's core resources, and many things require their cooperation to accomplish. If they become dissatisfied with you, they might not openly defy you, but behind the scenes, it's common for them to work without putting in real effort.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Of course, General, you can. But it's difficult to obtain concrete evidence in such matters. If you wrongly accuse them, it could spread, causing you to lose the people's trust.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"General, once you start an official investigation, you will find that they all appear to be very 'active,' but this is just a façade. Slacking off in secret won't be easy for you to detect, and they'll arrange scapegoats to cause trouble behind the scenes. If this happens, it will be difficult for you to move forward with your plans. That's why it's often necessary to gather their opinions from the start to prevent such things from happening.",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My Lord, please choose the law you wish to implement.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Very well, my Lord, today's work is completed. I heard that your schedule today includes a visit to the Drill Ground to check on your old subordinates.",标点格式/术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Yes, I've been away for a week. It's time to gather with my subordinates.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"You're right, but please be cautious of the Danyang faction.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"This is not for me to say, but they've been bullying the market for a long time... For example, robbing innocent people of their rice and money.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My Lord, your banquet has worked. You can now head to the council hall and see if the law can be passed smoothly.",标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
